feature,f_score,p_value,selected
PIGB,67.60979410544114,4.1297764844603754e-15,True
EXTL1,67.52090049565423,4.288363378483879e-15,True
TMEM132B,67.34487814962513,4.62070286749128e-15,True
FAM163B,66.97295738304207,5.410667712623701e-15,True
CABP5,66.97176874037132,5.4133989080066765e-15,True
ENPEP,66.83251591091997,5.743159918891278e-15,True
MUC17,66.64124022242649,6.229328032706521e-15,True
HKDC1,66.37264783535998,6.982750675531518e-15,True
KRTAP20-3,66.29662567521905,7.212196112913662e-15,True
C12orf74,65.94042262211526,8.392560926323576e-15,True
CRYBB2,65.85085555945624,8.718794546225868e-15,True
ZNF876P,65.7415616863313,9.134219083141764e-15,True
EMILIN1,65.72350891891742,9.204729401807872e-15,True
PGLYRP4,65.45777322685349,1.0308329797365779e-14,True
C21orf54,65.22165831314906,1.1400216348851415e-14,True
TFAMP1,65.01207684147715,1.2466579990014428e-14,True
SLC38A8,64.81342523051374,1.356989050857796e-14,False
GPIHBP1,64.59639891676882,1.488792741720542e-14,False
SORCS3,64.5420463468238,1.5237726533383403e-14,False
OR7C2,63.641237719360106,2.2402284033527112e-14,False
ERN2,63.53560242725965,2.343937466836298e-14,False
SCNN1B,63.02967012531436,2.9117451225306605e-14,False
PATE1,62.51122433357301,3.6376746052174936e-14,False
OR1G1,62.28692780261754,4.00579322272464e-14,False
TMLHE,62.2617827816901,4.04933209072229e-14,False
MMP26,61.945536499890544,4.639353710103721e-14,False
IL29,61.87664070390142,4.778964049714095e-14,False
ELFN1,61.608111280186066,5.364675803627077e-14,False
FERD3L,61.38025251080614,5.918031013826168e-14,False
STK38,61.19721156617249,6.403897751283404e-14,False
CST7,61.09575864975974,6.690287090595169e-14,False
C5orf20,60.651784835661914,8.103170258643391e-14,False
EMR4P,60.55715416743083,8.441191947839031e-14,False
C21orf130,60.54096900963922,8.500410563035361e-14,False
ACOX2,60.498067393798635,8.659410706111134e-14,False
C14orf39,60.410720009649914,8.992445282772068e-14,False
DNAH5,60.31346162460349,9.378459684823816e-14,False
DRD5,60.28299071222677,9.502795282093202e-14,False
LRP1B,60.239182656659025,9.684465362518856e-14,False
ZC3H12D,60.07606078545651,1.039220904651038e-13,False
VTCN1,59.982753293428196,1.0820217093668717e-13,False
LMAN1L,59.86901251699207,1.1366024103900226e-13,False
SLITRK3,59.795521607447405,1.173333591577983e-13,False
FEZF2,59.76501882185568,1.1889277088457975e-13,False
C21orf34,59.50321406804775,1.3316480330082554e-13,False
LILRA4,59.38554273003486,1.4012956427991128e-13,False
KRTAP25-1,59.38289580645284,1.4029037711520502e-13,False
RIN1,59.31159302564446,1.4469294256222334e-13,False
TREML4,59.218697482754216,1.5063801820597185e-13,False
LOC644145,59.09379390830171,1.590209179212948e-13,False
FLJ46361,58.942107111480006,1.6983535787605387e-13,False
TECTA,58.839201173654025,1.7759048601808075e-13,False
DBX1,58.61478346809179,1.9576181156020741e-13,False
MIR154,58.58093830933022,1.9866020990728914e-13,False
TG,58.31850709917205,2.2265036822231794e-13,False
IL20RA,58.21691163612911,2.3270242270137917e-13,False
C1orf186,58.20727377692704,2.336794152228271e-13,False
CACNG8,57.76587597717715,2.83142322035673e-13,False
LCE1B,57.61603061554003,3.022283229381931e-13,False
TRIM40,57.340281596350266,3.4080040241963537e-13,False
KRT19,57.28269910513939,3.4946068229841275e-13,False
LOC285501,57.211928963780544,3.604083598444769e-13,False
PAX6,57.16162056840612,3.6840002819847785e-13,False
PPP1R1B,57.00183032734874,3.949856100542177e-13,False
USP50,56.87213843227668,4.179772426519079e-13,False
HEPN1,56.857096050318084,4.207296624064087e-13,False
CD1B,56.82941832840387,4.2584181565915606e-13,False
EDNRB,56.72966452482049,4.447908868570224e-13,False
ODZ2,56.42709596305938,5.076186301996756e-13,False
SIGLEC8,56.407095263622004,5.120735674079259e-13,False
OR6K6,56.28507271074747,5.401180922521217e-13,False
SALL3,56.08652302562009,5.890939724116339e-13,False
MDS2,55.91573525842416,6.347845969650556e-13,False
TRPV6,55.88824379360138,6.424656857159793e-13,False
C17orf54,55.88128395933885,6.444250503651163e-13,False
OR1E2,55.870289855731315,6.475324215276434e-13,False
BDNF,55.857779474568765,6.51086699891853e-13,False
C9orf152,55.40677825141724,7.932254654324444e-13,False
ACTG2,55.402675365061576,7.946525998466036e-13,False
C3orf66,54.98422614766025,9.546479920467966e-13,False
C1orf161,54.862819118516484,1.006873050103739e-12,False
PRRG3,54.81207873261418,1.0295430856051332e-12,False
MIR487A,54.471097117038056,1.1958113038770213e-12,False
PATE3,53.89604846345727,1.5397641226034294e-12,False
LOC645323,53.88198488875017,1.5493214295399347e-12,False
CMTM2,53.68830116306447,1.6871837066623772e-12,False
SLC38A11,53.679049570494485,1.694069551068536e-12,False
AVPR2,53.50097250258766,1.8322630547246083e-12,False
RNASE12,53.471669097529684,1.8560669633778455e-12,False
MIR147,53.469802229992894,1.85759397154951e-12,False
OR1A1,53.27219792044744,2.026587536386766e-12,False
IKZF4,53.25133929193888,2.0453056543486345e-12,False
HS3ST2,53.22273012457932,2.071262287598652e-12,False
MIR1323,53.103426469790634,2.1831276837844025e-12,False
DBC1,53.04424490313969,2.2408561882700737e-12,False
DEFB121,52.971653726253614,2.313767609300888e-12,False
DSPP,52.95162585185581,2.3343008767898843e-12,False
OR6T1,52.82093458988777,2.472868669579446e-12,False
PATE2,52.748604282991,2.5530871105420622e-12,False
FCN1,52.46934524607797,2.8881651007384766e-12,False
FOXA2,52.33594159408907,3.0635238848211745e-12,False
ADCY8,52.30323957666484,3.1081219755405906e-12,False
OR8B8,52.24654884880442,3.186989180102689e-12,False
MYF6,52.03337830011525,3.5020091987062535e-12,False
IL6,51.9400533121993,3.649614711018498e-12,False
DSCR9,51.79690723064524,3.888282140775838e-12,False
LOC732275,51.783402547367906,3.911594003070817e-12,False
C2orf85,51.64209138968471,4.164127329995993e-12,False
CEACAM4,51.614563771339405,4.215199000150703e-12,False
WDR66,51.49828781639646,4.437974100704865e-12,False
C1orf114,51.45192976051454,4.5300627390509295e-12,False
TMEM132D,51.43606236651203,4.562022597750186e-12,False
LHX5,51.410264647218874,4.614469130830666e-12,False
LCP2,51.28920387714246,4.868808092949189e-12,False
OR8B4,51.1938820168486,5.078965188130188e-12,False
TCF23,51.13698607202836,5.208731459484955e-12,False
MIR196A1,50.99379332879647,5.550284457805137e-12,False
DDX56,50.91334957906515,5.751963818678628e-12,False
HAPLN2,50.87761141010643,5.843913439117613e-12,False
SIGLEC16,50.83684471455188,5.9506086820317124e-12,False
ZFP106,50.58210252302509,6.663200324328672e-12,False
TREML2,50.57301719933474,6.690143670902334e-12,False
ANKRD30B,50.569522194130585,6.700537605789036e-12,False
C7orf34,50.342365683071684,7.412145416088418e-12,False
MKX,50.25900991853595,7.691946939810842e-12,False
SIGLEC12,50.156726454769526,8.049854815271602e-12,False
HSD17B2,50.03871940328163,8.483663690323235e-12,False
C14orf70,49.940728591506065,8.861724365859985e-12,False
RAB12,49.871954293539446,9.13714952929394e-12,False
NEFL,49.85606438663867,9.202000749173035e-12,False
FGF2,49.802963823620736,9.422099264352251e-12,False
LOC728264,49.4300773010011,1.1124457194982158e-11,False
DEFB122,49.34782103768492,1.1539872788458871e-11,False
OR10G9,49.31453767356627,1.1712367884659142e-11,False
MRGPRX2,49.306980595149724,1.1751893528670128e-11,False
PCDHB12,49.203590581678235,1.2306332957322308e-11,False
FOXI2,49.147094400356956,1.262034816149954e-11,False
MAGEA5,49.12633806388532,1.2737730567850518e-11,False
CIB4,49.08422155455712,1.2979298518041076e-11,False
DEFB118,49.04190252730807,1.322667335086972e-11,False
GJD4,49.018442982619185,1.3365844516323393e-11,False
TMEM139,48.9276957547043,1.3918213972797762e-11,False
LOC285401,48.85221819629883,1.4395105654470034e-11,False
GRM6,48.765803135782534,1.4961337158680453e-11,False
RNF186,48.752109956775875,1.5053096805783582e-11,False
OR52B2,48.73366098131554,1.5177622034469253e-11,False
SNORD113-1,48.576142402450216,1.6283950536558685e-11,False
C5orf27,48.25204339491438,1.882236197164063e-11,False
TSPAN16,48.13262191834997,1.9855069468949446e-11,False
SLC6A14,48.036743663949395,2.072532702361105e-11,False
ZBTB16,48.00126154549671,2.1057034547134034e-11,False
APCS,47.97261207145005,2.1328762284231215e-11,False
CRCT1,47.77439644130706,2.3307979960742624e-11,False
MIR495,47.766309235907414,2.3392546750732437e-11,False
NCRNA00029,47.662885691657074,2.4501660919732463e-11,False
ZNF486,47.62938040177795,2.487220647210484e-11,False
OR10AD1,47.582772339830846,2.5397060342526238e-11,False
MIR1185-2,47.35953562507171,2.8069769119445277e-11,False
OR10H2,47.281804845580304,2.906542609875045e-11,False
MIR377,47.22625877876774,2.979862811635594e-11,False
CNTNAP5,47.17178681885574,3.053573333988413e-11,False
CCDC162,47.132567049276545,3.1077788535018533e-11,False
C2orf78,47.11442948048153,3.1331732605995084e-11,False
LYZL4,47.04417729729005,3.2335204616844834e-11,False
CDH8,47.00242712075899,3.294682055019263e-11,False
FURIN,46.95984075000021,3.358268654598966e-11,False
OTX2OS1,46.91175235216931,3.431556908595613e-11,False
MS4A6E,46.84293775079154,3.5392421762371756e-11,False
LCE1F,46.83405759739667,3.553383977864122e-11,False
PCDHB18,46.4956905672566,4.136818976459324e-11,False
OR2M2,46.47728273138265,4.171192959404782e-11,False
SGCZ,46.475783871302795,4.1740044915854855e-11,False
RBP2,46.39821321409252,4.322144406401883e-11,False
LOC90246,46.325840617495736,4.465127086974422e-11,False
SPRR2C,45.904032144982175,5.3985220405877415e-11,False
UBA7,45.79576975564453,5.668278415107196e-11,False
MIR1246,45.76914001580976,5.7366855511545466e-11,False
EPHX2,45.659284875088574,6.027783156670112e-11,False
CEACAM18,45.63892041255034,6.083357495485662e-11,False
TMC3,45.578660870495405,6.250844865915033e-11,False
ZIM3,45.20892306084941,7.385145304169288e-11,False
DEFB125,45.05623879439724,7.912044589097531e-11,False
SLC22A11,45.046437267520496,7.947133791506483e-11,False
TUSC5,44.952134107907106,8.29284545674304e-11,False
CCKAR,44.741477857767485,9.120795437973392e-11,False
S100A9,44.63100381135595,9.587765260630671e-11,False
TNFSF4,44.62547144035168,9.61177328464774e-11,False
MIR1257,44.56401760478593,9.882560412426907e-11,False
MAP1LC3C,44.43760152576596,1.0463989672034608e-10,False
LHX8,44.37215584511502,1.077840299559707e-10,False
SPRR2D,44.289103658739926,1.1191133776372926e-10,False
RTL1,44.28829519321317,1.1195228704161352e-10,False
LOC339568,44.24102647765928,1.1437288683697808e-10,False
TAS2R1,44.201440408225494,1.164405604947094e-10,False
MIR212,44.141630348012754,1.1963619117987047e-10,False
MEST,43.9196001595166,1.3229122789381948e-10,False
ZIC5,43.793830281258096,1.4004909773315813e-10,False
PRICKLE2,43.69793296045092,1.4627077734060145e-10,False
TGM1,43.69492552845733,1.46470332506816e-10,False
C11orf52,43.63835725340965,1.5027534868233433e-10,False
LOC100128554,43.6307806719843,1.507924821892574e-10,False
MIR379,43.62616418779177,1.5110845461912673e-10,False
OR5E1P,43.59283681622873,1.5340938893722365e-10,False
HYLS1,43.53342984174546,1.575987037759546e-10,False
NXPH2,43.502169749351324,1.5984918652447395e-10,False
SEMG2,43.492863426930484,1.6052539821299648e-10,False
SLC10A5,43.33422444559221,1.7250564650219654e-10,False
CPT2,43.304021620210236,1.7488656690902145e-10,False
TP53AIP1,43.24570357138804,1.795778662287597e-10,False
OR2T6,43.17299127506889,1.8560497115744227e-10,False
FCER1A,43.03361479557656,1.9773320874693496e-10,False
C8orf86,42.993882624438,2.01334577145879e-10,False
SNTG1,42.852216953201676,2.1472140717314074e-10,False
TRPM8,42.73984663873448,2.2597463478224017e-10,False
APOL6,42.685837804589816,2.3159274058529033e-10,False
MIR296,42.65628095117274,2.347266239906975e-10,False
OR6N1,42.624864107017686,2.381045470375108e-10,False
HAAO,42.51686350876351,2.500944999089848e-10,False
RNF128,42.504855166646024,2.5146464371464316e-10,False
C19orf46,42.46064459527646,2.5657449567461805e-10,False
EMR1,42.45024975596596,2.5779103192129063e-10,False
LOC152225,42.375988818674514,2.6665260550503195e-10,False
CXCL17,42.28581454405507,2.778265388457036e-10,False
SOX11,42.170533992904964,2.9280095835418536e-10,False
MIR2117,42.12611262783198,2.9878567552288374e-10,False
MIR129-2,42.017100306800565,3.139997683103521e-10,False
SIGLEC14,41.802536017871546,3.4626216919169053e-10,False
GHRH,41.78206487836083,3.4950954756274156e-10,False
HCK,41.75649929786625,3.5360816199432745e-10,False
LOC100133545,41.71313844206427,3.606706253230409e-10,False
ZNF578,41.47080239867917,4.0283911226646846e-10,False
EHF,41.4631477765026,4.042490851996784e-10,False
GALNTL6,41.42267821273464,4.117865325246794e-10,False
CD300E,41.4132842057524,4.135563045515774e-10,False
RP1,41.38476499949375,4.189761995396205e-10,False
LOC154822,41.16463726449722,4.6328962823086733e-10,False
COL17A1,41.15825388786091,4.6464278066571505e-10,False
NEUROD1,41.145948512106614,4.67262521992667e-10,False
SNORD115-37,41.120909807072984,4.726391223719813e-10,False
DEFB129,41.04123098701859,4.901667409744972e-10,False
CLDN16,40.950405756909966,5.109461028775798e-10,False
SMPDL3A,40.9355399154091,5.144306645133181e-10,False
ACMSD,40.90700358385646,5.211867898008526e-10,False
MTUS2,40.905685496224955,5.215010035670391e-10,False
ST8SIA5,40.901137879264056,5.225865571821005e-10,False
KIR3DL3,40.75385976319962,5.59000651203763e-10,False
TAS2R40,40.72552013065013,5.662953667191535e-10,False
LIPC,40.67745513431272,5.788872780930962e-10,False
OR6A2,40.613187780728445,5.961654791500147e-10,False
DCD,40.56484897448189,6.095026840460807e-10,False
FAM107B,40.4930239622296,6.298769394307856e-10,False
IVL,40.4623375335918,6.387893956041796e-10,False
DNAJC5B,40.41304914838344,6.5337109099768e-10,False
ATP6V1E2,40.20390116192191,7.19069886040256e-10,False
SCNN1A,40.14292397040276,7.394486616904002e-10,False
LOC642587,40.13330036482689,7.427176200249279e-10,False
OR10J5,40.039510869937644,7.753481494589225e-10,False
CDH26,39.91173489747228,8.221389581779892e-10,False
DIS3L,39.88533674941977,8.321547402009556e-10,False
C1orf65,39.73063732350035,8.933694862222863e-10,False
HYAL4,39.654474787101776,9.251531006096654e-10,False
FLJ45079,39.60847038574158,9.449004508447864e-10,False
FCRL3,39.55761082001383,9.672262946267626e-10,False
NPY,39.53119378194431,9.79031422961337e-10,False
SLC22A9,39.510102200990126,9.885608145205144e-10,False
KRTAP23-1,39.50515139750557,9.908111393383466e-10,False
C10orf120,39.479644619439554,1.0024869270875499e-09,False
MIR655,39.46560108196224,1.0089744260938794e-09,False
BBOX1,39.41004894959292,1.03505413652468e-09,False
CARTPT,39.38020230849456,1.0493452875515468e-09,False
CHRNA2,39.36966414668408,1.0544384862194883e-09,False
RNF222,39.35186698086729,1.0630966166282898e-09,False
RIN2,39.33713400578137,1.0703181871359995e-09,False
HIST1H2BE,39.33098007988746,1.0733492250514423e-09,False
FAM55A,39.26440328277151,1.1066985696324336e-09,False
AGBL1,39.20370693022836,1.1380108610714913e-09,False
KRT75,39.12643685651064,1.1791675970432405e-09,False
APOM,39.09078836498432,1.1986573035487143e-09,False
FAM24A,39.02820415936324,1.2336612727055952e-09,False
HS3ST5,38.92431702002841,1.29405402467214e-09,False
C1orf68,38.89112253224759,1.3139718582398647e-09,False
ZDHHC11,38.88093164089009,1.3201484626438204e-09,False
OR10K2,38.81438750209007,1.3612053576370352e-09,False
SRRM4,38.77465187290617,1.3863324152598904e-09,False
MIR223,38.73677489722365,1.4107188700426935e-09,False
SLITRK1,38.68865537130342,1.4423238579084369e-09,False
SEC14L3,38.58872618986277,1.5102542193129907e-09,False
TMPRSS8,38.52728908181397,1.5536083352389825e-09,False
CLIC6,38.51446387901153,1.5628155985401143e-09,False
SGK2,38.353133739497856,1.6834387428456203e-09,False
TUB,38.30520538691732,1.721048915462087e-09,False
OR10G2,38.263857601729526,1.754174455032529e-09,False
CHIT1,38.19802859983284,1.8082430195273841e-09,False
MIR493,38.121747631608,1.8729992219526333e-09,False
OR2Z1,38.07537584090049,1.9135012540345127e-09,False
MIR526A1,38.044866628866984,1.9406284889734935e-09,False
PSKH2,38.02031633363129,1.9627383200113445e-09,False
SPRR2A,37.98266962107297,1.997136478959553e-09,False
PCSK1,37.97411744014746,2.0050349317097892e-09,False
MYADML,37.888446509510324,2.085914185295415e-09,False
SIX6,37.858609825270484,2.1148468847603323e-09,False
SIGLECP3,37.83763723223639,2.1354256113524283e-09,False
HBG2,37.77114002449643,2.2020169115744505e-09,False
DRD4,37.73604995386816,2.2379955606551965e-09,False
OR2AG1,37.67809834257343,2.2987156102854784e-09,False
UBQLN3,37.668937066790015,2.308465264818577e-09,False
SLC17A1,37.63964220769563,2.339921940299999e-09,False
CLVS2,37.5462593309257,2.443106573060614e-09,False
LSP1,37.47880281679137,2.5204832749608836e-09,False
LAMB4,37.46985212157902,2.530934060435311e-09,False
ZNRF4,37.43692644262475,2.569754843146621e-09,False
MAGEA1,37.43034952299245,2.5775808763524763e-09,False
OR2C3,37.375115599994835,2.6442594850387727e-09,False
CDH4,37.15169093811197,2.9321847851868008e-09,False
KRTAP6-3,36.799915420736916,3.450892285907228e-09,False
SCML4,36.78699276572456,3.47161557216066e-09,False
TMEM74,36.75071866457446,3.5304583086304755e-09,False
GRM4,36.69333221848984,3.6256073661862746e-09,False
COL9A1,36.65768888839485,3.686001403962305e-09,False
SDC4P,36.622875435635244,3.745967324209305e-09,False
TMEM92,36.51008325243551,3.9470834547151245e-09,False
LOC643406,36.400312998625424,4.153251362504153e-09,False
F2RL3,36.3344646746389,4.2820961148059745e-09,False
ACTRT2,36.31215716334112,4.326651800915212e-09,False
